"U_UCZELNIA_ID";"U_NAZWA_UCZELNI";"U_QS_CONTINUATION_RATE_1819";"U_QS_CONTINUATION_RATE_1920";"U_QS_CONTINUATION_RATE_2021";"U_QS_CONTINUATION_RATE_2122";"U_QS_N_ABS_1ST_1819";"U_QS_N_ABS_2ST_1819";"U_QS_N_ABS_JMGR_1819";"U_QS_N_ABS_DR_1819";"U_QS_N_PRACA_1ST_1819";"U_QS_N_PRACA_2ST_1819";"U_QS_N_PRACA_JMGR_1819";"U_QS_N_PRACA_DR_1819";"U_QS_N_BEZR_1ST_1819";"U_QS_N_BEZR_2ST_1819";"U_QS_N_BEZR_JMGR_1819";"U_QS_N_BEZR_DR_1819";"U_QS_N_STUD_1ST_1819";"U_QS_N_STUD_2ST_1819";"U_QS_N_STUD_JMGR_1819";"U_QS_N_STUD_DR_1819";"U_QS_N_UNABLE_1ST_1819";"U_QS_N_UNABLE_2ST_1819";"U_QS_N_UNABLE_JMGR_1819";"U_QS_N_UNABLE_DR_1819";"U_QS_N_ABS_1ST_1920";"U_QS_N_ABS_2ST_1920";"U_QS_N_ABS_JMGR_1920";"U_QS_N_ABS_DR_1920";"U_QS_N_PRACA_1ST_1920";"U_QS_N_PRACA_2ST_1920";"U_QS_N_PRACA_JMGR_1920";"U_QS_N_PRACA_DR_1920";"U_QS_N_BEZR_1ST_1920";"U_QS_N_BEZR_2ST_1920";"U_QS_N_BEZR_JMGR_1920";"U_QS_N_BEZR_DR_1920";"U_QS_N_STUD_1ST_1920";"U_QS_N_STUD_2ST_1920";"U_QS_N_STUD_JMGR_1920";"U_QS_N_STUD_DR_1920";"U_QS_N_UNABLE_1ST_1920";"U_QS_N_UNABLE_2ST_1920";"U_QS_N_UNABLE_JMGR_1920";"U_QS_N_UNABLE_DR_1920";"U_QS_N_ABS_1ST_2021";"U_QS_N_ABS_2ST_2021";"U_QS_N_ABS_JMGR_2021";"U_QS_N_ABS_DR_2021";"U_QS_N_PRACA_1ST_2021";"U_QS_N_PRACA_2ST_2021";"U_QS_N_PRACA_JMGR_2021";"U_QS_N_PRACA_DR_2021";"U_QS_N_BEZR_1ST_2021";"U_QS_N_BEZR_2ST_2021";"U_QS_N_BEZR_JMGR_2021";"U_QS_N_BEZR_DR_2021";"U_QS_N_STUD_1ST_2021";"U_QS_N_STUD_2ST_2021";"U_QS_N_STUD_JMGR_2021";"U_QS_N_STUD_DR_2021";"U_QS_N_UNABLE_1ST_2021";"U_QS_N_UNABLE_2ST_2021";"U_QS_N_UNABLE_JMGR_2021";"U_QS_N_UNABLE_DR_2021";"U_QS_N_ABS_1ST_2122";"U_QS_N_ABS_2ST_2122";"U_QS_N_ABS_JMGR_2122";"U_QS_N_ABS_DR_2122";"U_QS_N_PRACA_1ST_2122";"U_QS_N_PRACA_2ST_2122";"U_QS_N_PRACA_JMGR_2122";"U_QS_N_PRACA_DR_2122";"U_QS_N_BEZR_1ST_2122";"U_QS_N_BEZR_2ST_2122";"U_QS_N_BEZR_JMGR_2122";"U_QS_N_BEZR_DR_2122";"U_QS_N_STUD_1ST_2122";"U_QS_N_STUD_2ST_2122";"U_QS_N_STUD_JMGR_2122";"U_QS_N_STUD_DR_2122";"U_QS_N_UNABLE_1ST_2122";"U_QS_N_UNABLE_2ST_2122";"U_QS_N_UNABLE_JMGR_2122";"U_QS_N_UNABLE_DR_2122";"U_QS_STUDENT_ENTREPRENEURSHIPS_1819";"U_QS_STUDENT_ENTREPRENEURSHIPS_1920";"U_QS_STUDENT_ENTREPRENEURSHIPS_2021";"U_QS_STUDENT_ENTREPRENEURSHIPS_2122";"U_QS_ME_SALARY_1ST_1819";"U_QS_ME_SALARY_2ST_1819";"U_QS_ME_SALARY_JMGR_1819";"U_QS_ME_SALARY_DR_1819";"U_QS_ME_SALARY_1ST_1920";"U_QS_ME_SALARY_2ST_1920";"U_QS_ME_SALARY_JMGR_1920";"U_QS_ME_SALARY_DR_1920";"U_QS_ME_SALARY_1ST_2021";"U_QS_ME_SALARY_2ST_2021";"U_QS_ME_SALARY_JMGR_2021";"U_QS_ME_SALARY_DR_2021";"U_QS_ME_SALARY_1ST_2122";"U_QS_ME_SALARY_2ST_2122";"U_QS_ME_SALARY_JMGR_2122";"U_QS_ME_SALARY_DR_2122";"U_GRUP_UNEMPLOYMENT_1ST_1819";"U_GRUP_UNEMPLOYMENT_MGR_1819";"U_GRUP_UNEMPLOYMENT_DR_1819";"U_GRUP_UNEMPLOYMENT_1ST_1920";"U_GRUP_UNEMPLOYMENT_MGR_1920";"U_GRUP_UNEMPLOYMENT_DR_1920";"U_GRUP_UNEMPLOYMENT_1ST_2021";"U_GRUP_UNEMPLOYMENT_MGR_2021";"U_GRUP_UNEMPLOYMENT_DR_2021";"U_GRUP_UNEMPLOYMENT_1ST_2122";"U_GRUP_UNEMPLOYMENT_MGR_2122";"U_GRUP_UNEMPLOYMENT_DR_2122";"U_UMULTI_UNEMPLOYMENT_1ST_1819";"U_UMULTI_UNEMPLOYMENT_2ST_1819";"U_UMULTI_UNEMPLOYMENT_JMGR_1819";"U_UMULTI_UNEMPLOYMENT_1ST_1920";"U_UMULTI_UNEMPLOYMENT_2ST_1920";"U_UMULTI_UNEMPLOYMENT_JMGR_1920";"U_UMULTI_UNEMPLOYMENT_1ST_2021";"U_UMULTI_UNEMPLOYMENT_2ST_2021";"U_UMULTI_UNEMPLOYMENT_JMGR_2021";"U_UMULTI_UNEMPLOYMENT_1ST_2122";"U_UMULTI_UNEMPLOYMENT_2ST_2122";"U_UMULTI_UNEMPLOYMENT_JMGR_2122";"U_UMULTI_REGION_1ST_1819";"U_UMULTI_REGION_2ST_1819";"U_UMULTI_REGION_JMGR_1819";"U_UMULTI_REGION_1ST_1920";"U_UMULTI_REGION_2ST_1920";"U_UMULTI_REGION_JMGR_1920";"U_UMULTI_REGION_1ST_2021";"U_UMULTI_REGION_2ST_2021";"U_UMULTI_REGION_JMGR_2021";"U_UMULTI_REGION_1ST_2122";"U_UMULTI_REGION_2ST_2122";"U_UMULTI_REGION_JMGR_2122";"U_UMULTI_N_18";"U_UMULTI_N_19";"U_UMULTI_N_20";"U_UMULTI_N_21";"U_UMULTI_N_22";"U_UMULTI_NFIRM_20";"U_UMULTI_NFIRM_21";"U_UMULTI_NFIRM_22";"U_UMULTI_NFIRM_23"
2035;"Gdańska Szkoła Wyższa z siedzibą w Gdańsku";39,7;47,1;34,3;35,6;204;163;0;0;172;147;0;0;5;6;0;0;10;0;0;0;7;4;0;0;155;138;0;0;132;125;0;0;3;4;0;0;10;1;0;0;3;3;0;0;213;132;0;0;187;120;0;0;3;2;0;0;11;0;0;0;2;2;0;0;194;126;0;0;170;111;0;0;7;4;0;0;6;1;0;0;1;4;0;0;10;17;6;13;3877,06;4113,93;;;3938,25;4360,22;;;4767,57;4872,16;;;5206,15;5641,98;;;3,9;2,5;;4,5;2,2;;3,3;1,5;;1,5;1,6;;2,3;3,8;;1,2;3;;1,4;0,8;;3,8;3,4;;82,4;64,8;;80,6;61,6;;76,1;62,1;;72,7;50,8;;306;403;264;355;295;26;27;18;26
2036;"Wyższa Szkoła Administracji Publicznej imienia Stanisława Staszica w Białymstoku w likwidacji";46,7;;;;45;66;27;0;28;55;18;0;6;2;1;0;6;0;1;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;3625,5;4226,07;3437,37;;;;;;;;;;;;;;13,3;3,2;;;;;;;;;;;13,8;3,2;4;;;;;;;;;;55,6;68,2;55,6;;;;;;;;;;108;138;0;0;0;16;10;0;0
2038;"Krakowska Wyższa Szkoła Promocji Zdrowia w Krakowie";59;53,8;54,8;46,6;329;192;0;0;204;155;0;0;16;13;0;0;81;1;0;0;4;3;0;0;342;161;0;0;212;132;0;0;18;9;0;0;96;3;0;0;4;3;0;0;259;208;0;0;138;168;0;0;11;9;0;0;89;0;0;0;3;4;0;0;208;250;0;0;112;200;0;0;7;10;0;0;63;11;0;0;2;6;0;0;72;54;38;66;2289,58;2772,88;;;2543,36;2700;;;2850,91;3350;;;3421,37;3890,34;;;5,2;6,2;;6,1;7,5;;3,1;8,2;;5,8;2,8;;5,9;6,8;;5,2;5,2;;3,8;4,5;;6,1;5,6;;49,4;64,6;;50;62,7;;43,4;61,5;;46,2;64;;393;597;500;444;463;147;146;111;126
2039;"Wyższa Szkoła Zarządzania i Przedsiębiorczości z siedzibą w Wałbrzychu";52,6;52;45,9;49,1;116;174;0;0;99;154;0;0;1;4;0;0;11;1;0;0;1;4;0;0;75;108;0;0;71;91;0;0;0;2;0;0;1;1;0;0;0;3;0;0;109;240;0;0;90;199;0;0;2;5;0;0;10;1;0;0;3;4;0;0;165;245;0;0;122;212;0;0;4;4;0;0;19;3;0;0;4;7;0;0;13;2;10;14;3948,18;3790,06;;;4551,16;4283,47;;;4027,59;4265,43;;;5610,51;5132,99;;;0;1,7;;1,3;2,8;;5,5;3,8;;3;1,6;;0;2,4;;0;1,9;;3,5;1,8;;1,1;1,7;;80,7;87,3;;94,4;75,9;;78,5;68,8;;60,9;52,7;;317;282;241;317;450;22;21;22;36
2040;"Wyższa Szkoła Ekologii i Zarządzania w Warszawie";27,2;24,3;31,7;28;265;123;0;0;180;101;0;0;6;2;0;0;41;0;0;0;5;3;0;0;263;132;0;0;175;92;0;0;4;1;0;0;32;1;0;0;2;5;0;0;312;124;0;0;214;102;0;0;9;1;0;0;34;2;0;0;6;0;0;0;304;155;0;0;211;118;0;0;3;4;0;0;39;6;0;0;0;6;0;0;41;44;49;52;4386,2;3485,56;;;3840,42;3854,07;;;5049,14;4686,03;;;5439,4;5053,23;;;2,6;3,3;;2,7;3,8;;1,6;1,6;;3,3;3,9;;2,9;1,8;;1,9;0,8;;4,2;0,8;;1,5;2,1;;39,6;43,8;;36,4;36,6;;39,7;48,8;;39,5;44,5;;330;407;415;432;473;97;111;97;117
2041;"Wyższa Szkoła Ekonomiczno-Społeczna w Ostrołęce";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;0;0;0;0;8;0;0;0
2042;"Wyższa Szkoła Lingwistyczna w Częstochowie";41,3;34,1;44;33,3;92;129;0;0;55;97;0;0;1;2;0;0;8;0;0;0;0;2;0;0;85;96;0;0;41;53;0;0;1;2;0;0;9;3;0;0;0;0;0;0;134;76;0;0;58;53;0;0;4;5;0;0;23;0;0;0;4;2;0;0;63;112;0;0;39;88;0;0;0;3;0;0;5;0;0;0;0;3;0;0;5;12;12;11;3539,98;3994,85;;;4012,24;4753,47;;;3689,85;4623,61;;;5144,66;5207,62;;;4,3;0,8;;1,2;2,1;;0,7;3,9;;0;0,9;;0;1,6;;0;1,1;;4,2;5,4;;0;2,9;;33,7;37,2;;19;25;;17,2;35,5;;31,7;23,6;;199;202;179;186;212;13;23;27;25
2045;"Wyższa Szkoła Zarządzania i Bankowości w Krakowie";38,2;11,5;41,3;38,3;306;204;0;0;225;169;0;0;13;5;0;0;38;2;0;0;6;8;0;0;87;142;0;0;65;119;0;0;7;1;0;0;4;1;0;0;0;10;0;0;269;231;0;0;215;197;0;0;4;7;0;0;33;2;0;0;5;4;0;0;366;216;0;0;281;188;0;0;7;4;0;0;48;9;0;0;3;7;0;0;48;12;31;65;3557,93;3772,17;;;4411,74;3966,62;;;4398,25;4598,26;;;4853,17;5374,47;;;4,6;2,5;;11,5;0;;1,9;1,7;;1,6;2,8;;5,1;2,6;;9,1;0,7;;2,2;2,8;;2,3;2,4;;65,3;73,5;;64;78;;71,6;69,7;;68,9;74,1;;557;467;231;618;588;96;61;65;127
2046;"Wyższa Szkoła Pedagogiki i Administracji im. Mieszka I w Poznaniu";52,4;33,3;88,1;83,7;103;25;1;0;86;21;1;0;1;0;0;0;14;1;0;0;2;2;0;0;3;3;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;2;10;0;48;2;9;0;0;0;0;0;18;0;0;0;1;0;0;0;49;5;34;0;34;1;31;0;0;0;0;0;10;2;2;0;2;0;0;0;12;1;0;9;3977,59;2809,86;;;;4005,13;;;4389,98;;4328,01;;5437,66;;4838,6;;1,9;3,8;;0;0;;3;0;;2;2,6;;2,9;0;;;;;;;;0;;;67;76;;66,7;66,7;;56,7;;90;57,1;0;70,6;592;62;6;90;88;58;8;1;13
2049;"Wyższa Szkoła Administracji Publicznej w Szczecinie";45,8;52,9;43,8;34,8;48;42;0;0;37;38;0;0;2;1;0;0;2;1;0;0;1;1;0;0;17;29;0;0;14;26;0;0;0;2;0;0;0;0;0;0;1;1;0;0;32;48;0;0;29;44;0;0;1;0;0;0;0;0;0;0;0;1;0;0;23;16;0;0;23;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;4011,52;3887,82;;;3761,11;3736,49;;;4467,18;4821,67;;;5263,15;5285,94;;;2,1;0;;5,9;6,9;;6,2;0;;0;0;;0;2,5;;0;6,9;;0;0;;0;0;;76,1;88,1;;76,5;85,7;;90,6;91,3;;100;100;;90;75;63;54;54;2;1;3;5
2054;"Wyższa Szkoła Umiejętności Zawodowych w Pińczowie";58,4;72,8;65,9;66;137;0;0;0;122;0;0;0;1;0;0;0;7;0;0;0;4;0;0;0;103;0;0;0;92;0;0;0;1;0;0;0;7;0;0;0;2;0;0;0;88;0;0;0;79;0;0;0;1;0;0;0;4;0;0;0;2;0;0;0;147;0;0;0;133;0;0;0;2;0;0;0;6;0;0;0;2;0;0;0;10;4;1;6;3760,3;;;;5523,86;;;;4718,17;;;;5516,47;;;;2,9;;;1;;;0;;;2;;;0;;;0;;;0;;;2,2;;;38,2;;;28,2;;;39,8;;;39;;;114;137;103;88;147;21;15;9;7
2056;"Wyższa Szkoła Technologii Informatycznych w Katowicach";20,5;22;26;18;117;17;0;0;96;17;0;0;5;0;0;0;8;0;0;0;0;0;0;0;123;26;0;0;101;24;0;0;3;0;0;0;7;0;0;0;2;0;0;0;131;3;0;0;97;1;0;0;6;0;0;0;14;0;0;0;2;0;0;0;167;17;0;0;138;15;0;0;2;0;0;0;12;0;0;0;0;0;0;0;14;23;14;22;4694,33;7415,23;;;5283,26;7364,4;;;5365,16;;;;5345,57;11669,19;;;6,8;5,9;;3,3;3,8;;4,6;0;;6;0;;5,3;0;;2,9;0;;5,9;0;;1,5;0;;74,1;94,1;;72,1;76,9;;64,9;33,3;;73,5;82,4;;141;128;151;137;189;33;52;50;46
2057;"Wyższa Szkoła Techniczna w Katowicach";41,5;48,1;42;43,8;123;104;23;0;90;92;15;0;5;6;3;0;25;3;0;0;0;0;0;0;162;73;21;0;113;64;20;0;2;2;0;0;32;5;0;0;3;0;0;0;157;37;33;0;123;31;29;0;3;0;2;0;23;1;1;0;1;3;0;0;201;53;42;0;150;45;36;0;2;1;0;0;39;0;1;0;0;1;0;0;33;35;32;47;3372,84;3170,07;2758,53;;3418,64;3399,25;3387,1;;4540,44;3063,22;3335,07;;5168,24;4112,24;3859,61;;4,9;9,4;;5;6,4;;2,5;8,6;;3;2,1;;4,5;3,4;9,5;1,1;2,2;0;2,2;0;7,1;1,7;2;0;56,6;73,1;60,9;57,1;57,5;81;67,3;48,6;72,7;62,1;58,5;71,4;299;229;242;230;339;89;72;72;78
2059;"Wyższa Szkoła Medyczna w Legnicy z siedzibą w Legnicy";;;;;0;276;0;0;0;263;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;160;0;0;0;152;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;141;0;0;0;130;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;167;0;0;0;161;0;0;0;0;0;0;0;1;0;0;0;2;0;0;14;10;12;13;;5964,37;;;;6739,88;;;;8457,32;;;;8585,98;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;65,3;;;55,7;;;73,6;;;63,5;;108;274;170;150;148;21;38;24;26
2060;"Uczelnia Medyczna im. Marii Skłodowskiej - Curie w Warszawie";34,6;34,2;39,7;42,6;237;46;0;0;188;42;0;0;4;1;0;0;12;0;0;0;1;2;0;0;196;13;0;0;169;11;0;0;2;1;0;0;13;0;0;0;0;1;0;0;151;71;0;0;122;62;0;0;1;2;0;0;17;2;0;0;3;5;0;0;148;142;0;0;127;130;0;0;1;1;0;0;11;1;0;0;0;1;0;0;36;32;23;50;4537,85;3395,76;;;5062,33;4246,2;;;5191,62;6878,85;;;6629,43;7933,36;;;0,4;0;;1,5;7,7;;2;2,8;;1,4;0,7;;2;2,3;;1,7;8,3;;0;2,9;;1,4;0,7;;43,8;66,7;;48,5;61,5;;43,6;67,2;;55,8;56;;612;213;187;231;297;84;72;61;87
2063;"Podkarpacka Szkoła Wyższa im. bł. ks. Władysława Findysza w Jaśle";47,1;55,7;49;69,5;51;32;0;0;36;25;0;0;3;2;0;0;5;0;0;0;0;1;0;0;61;35;0;0;48;27;0;0;2;2;0;0;3;1;0;0;1;1;0;0;51;34;0;0;40;23;0;0;1;3;0;0;5;0;0;0;0;2;0;0;59;39;0;0;51;37;0;0;2;0;0;0;4;0;0;0;0;0;0;0;5;3;1;8;3069,3;3088,4;;;3030,18;3287,5;;;3326,43;3978,01;;;4451,56;4667,79;;;7,8;3,1;;9,8;5,7;;5,9;14,7;;6,8;2,6;;3,6;6,2;;0;3,2;;0;9,1;;4;0;;50;62,5;;57,4;60;;66;50;;72,4;74,4;;123;89;98;82;99;13;11;4;10
2064;"Wyższa Szkoła Humanitas w Sosnowcu";32;28;33,6;29,3;434;177;130;0;246;143;114;0;4;3;2;0;46;0;2;0;6;3;3;0;407;234;103;0;258;184;80;0;4;5;5;0;35;1;5;0;1;4;4;0;292;252;182;0;188;211;160;0;2;4;7;0;24;1;1;0;2;2;3;0;222;180;165;0;166;149;121;0;2;3;1;0;17;1;4;0;3;2;0;0;24;24;34;26;3481,14;3540,38;3923,13;;4190,25;3834,51;3585,86;;4645,32;4611,07;4086,1;;5305,07;5522,32;4993,89;;1,8;2,3;;0,7;2,7;;1,4;3,5;;0,5;1,2;;1;1,8;1,6;1,5;1,8;5,4;1,1;1,7;3,5;0,7;1,2;0,6;42,4;74,3;73,6;42,5;71,1;66;47,7;66,8;79,6;57,3;58,4;64,4;631;771;674;724;598;50;59;72;81
2065;"Wyższa Szkoła Kultury Społecznej i Medialnej w Toruniu";69,2;75,7;66,7;67,5;65;25;0;0;17;20;0;0;1;2;0;0;40;0;0;0;1;0;0;0;70;52;0;0;19;42;0;0;4;2;0;0;40;3;0;0;0;0;0;0;51;26;0;0;17;16;0;0;1;1;0;0;29;1;0;0;0;1;0;0;40;31;0;0;13;20;0;0;1;0;0;0;20;3;0;0;1;1;0;0;4;4;6;1;2662,52;3276;;;3531,38;3342;;;2851,47;3780,49;;;4535,26;4466,01;;;4,6;12;;5,7;11,5;;0;7,7;;0;0;;5;8,3;;16,7;2,1;;6,7;4;;8,3;0;;10,8;24;;8,6;25,5;;9,8;15,4;;12,5;22,6;;122;85;121;79;69;14;10;15;8
2066;"Wyższa Szkoła Handlowa we Wrocławiu";41,9;40,9;32,7;32,4;117;86;0;0;48;53;0;0;2;3;0;0;32;1;0;0;1;3;0;0;115;70;0;0;34;23;0;0;0;0;0;0;34;1;0;0;1;0;0;0;196;76;0;0;42;39;0;0;0;0;0;0;50;2;0;0;0;1;0;0;309;68;0;0;72;34;0;0;0;2;0;0;69;0;0;0;0;1;0;0;7;5;10;13;3528,09;4754,4;;;3581,15;8967,53;;;4586,12;5453,72;;;4275,49;6204,54;;;0;2,3;;0,9;1,4;;1;0;;1;2,9;;1,4;3,6;;0;0;;0;0;;0;3,1;;32,5;39,3;;22,6;29;;14,8;39,5;;18,8;36,8;;142;218;228;288;302;13;18;21;24
2067;"Wyższa Szkoła Wychowania Fizycznego i Turystyki w Białymstoku";85,7;77,8;76,7;62,1;42;45;0;0;23;39;0;0;3;2;0;0;13;0;0;0;0;0;0;0;54;53;0;0;38;45;0;0;1;3;0;0;10;0;0;0;0;3;0;0;60;40;0;0;35;36;0;0;0;2;0;0;23;1;0;0;1;0;0;0;66;51;0;0;32;41;0;0;7;2;0;0;20;0;0;0;3;1;0;0;7;11;9;11;2814,58;3801,03;;;2537,35;3898,85;;;3712,57;3464,77;;;4173,04;4220,58;;;2,4;4,4;;3,7;9,4;;6,7;7,5;;7,6;5,9;;28,6;4,4;;0;3,8;;0;5,1;;13;4,1;;42,9;75,6;;59,3;75,5;;48,3;70;;37,9;72,5;;85;84;106;103;111;15;21;25;22
2068;"Wyższa Szkoła Informatyki i Umiejętności z siedzibą w Łodzi";34,9;21,3;19,5;12,5;186;63;0;0;133;54;0;0;8;2;0;0;29;1;0;0;0;0;0;0;122;57;0;0;90;47;0;0;5;3;0;0;7;1;0;0;0;0;0;0;87;54;0;0;65;44;0;0;4;2;0;0;9;1;0;0;1;0;0;0;64;22;0;0;42;22;0;0;4;0;0;0;5;0;0;0;0;0;0;0;24;16;18;2;3812,12;5436,78;;;4774,78;4782,45;;;4440,16;6177,49;;;5027,15;6283,33;;;1,6;3,2;;6,6;5,3;;6,9;1,9;;4,7;0;;5,9;3,3;;4,4;5,7;;6,8;2,1;;7,4;0;;54,3;32,3;;57,4;54,4;;58,6;48,1;;54,7;59,1;;402;218;161;131;66;52;39;43;22
2069;"Warszawska Wyższa Szkoła Biznesu z siedzibą w Warszawie";;36,4;38,7;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;8;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;31;27;0;0;22;21;0;0;0;0;0;0;2;1;0;0;0;0;0;0;75;51;0;0;39;27;0;0;0;0;0;0;14;2;0;0;1;0;0;0;0;0;2;2;;;;;4644,23;;;;4885,36;5128,16;;;5223,19;6005;;;;;;0;;;3,2;0;;1,3;0;;;;;0;;;0;0;;0;0;;;;;18,2;;;48,4;48,1;;32;21,6;;46;0;12;78;131;3;0;3;6
2070;"Wyższa Szkoła Ekonomiczna z siedzibą w Stalowej Woli";33,3;50;46,7;30;24;0;0;0;17;0;0;0;2;0;0;0;4;0;0;0;1;0;0;0;18;0;0;0;15;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;9;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;10;0;0;0;9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;1;1;3700,95;;;;3524,49;;;;4657,02;;;;3841,73;;;;20,8;;;11,1;;;13,3;;;0;;;13,3;;;22,2;;;28,6;;;0;;;58,3;;;77,8;;;53,3;;;80;;;24;24;19;15;8;6;2;1;2
2072;"Wyższa Szkoła Zarządzania w Częstochowie";63,1;50,8;69,1;48,2;103;0;0;0;94;0;0;0;3;0;0;0;5;0;0;0;1;0;0;0;65;131;0;0;64;121;0;0;0;2;0;0;0;1;0;0;0;4;0;0;55;198;0;0;51;191;0;0;0;1;0;0;0;0;0;0;0;2;0;0;170;147;0;0;165;146;0;0;0;0;0;0;4;0;0;0;1;1;0;0;2;12;12;6;5196,23;;;;6480,13;6675,84;;;5932,93;7628,65;;;8107,2;8519,34;;;2,9;;;0;0;;0;0,5;;0,6;0;;5,6;;;0;1,6;;0;0,5;;0;0;;41,6;;;57,8;57,7;;52,7;56,4;;65,7;67,8;;97;57;201;280;287;5;16;27;22
2073;"Wyższa Szkoła Humanistyczna TWP w Szczecinie";41,2;67,5;62,1;46,1;17;54;0;0;12;46;0;0;1;2;0;0;1;0;0;0;1;0;0;0;83;59;0;0;56;51;0;0;4;3;0;0;14;1;0;0;1;1;0;0;116;73;8;0;85;59;4;0;5;1;1;0;17;1;1;0;1;1;0;0;102;91;31;0;74;83;29;0;1;1;1;0;16;1;0;0;1;2;0;0;2;4;12;17;3515,42;3606,22;;;3192,8;4135,75;;;3609,84;4401,94;3080,77;;4488,99;5064,32;4737,06;;5,9;9,3;;6;3,4;;6;4,9;;3,9;3,3;;0;2;;6,5;5,6;;5,7;1,5;16,7;1,7;1,2;3,3;64,7;75,5;;62,7;78,9;;68,7;73,2;37,5;65,7;90,1;90;91;81;151;202;236;5;9;25;34
2075;"Wyższa Szkoła Humanistyczno-Przyrodnicza Studium Generale Sandomiriense w Sandomierzu";91,7;33,3;45,9;73,7;24;30;0;0;18;23;0;0;2;2;0;0;4;0;0;0;1;2;0;0;30;63;0;0;22;48;0;0;3;6;0;0;3;5;0;0;0;1;0;0;37;55;0;0;23;42;0;0;5;3;0;0;9;0;0;0;2;2;0;0;19;57;0;0;12;47;0;0;5;6;0;0;2;0;0;0;0;3;0;0;0;4;3;2;2678,03;3282,29;;;2716,67;4228,45;;;3189,86;4201,91;;;4948,07;4616,24;;;8,3;6,7;;10;9,5;;8,1;3,6;;26,3;7;;0;6,7;;14,3;10,8;;33,3;4,2;;20;10,9;;25;43,3;;53,3;11,1;;16,2;27,3;;52,6;26,8;;46;54;95;94;75;1;6;8;4
2076;"Wyższa Szkoła Kształcenia Zawodowego";10;56;55,6;83,3;10;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;18;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;9;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3920,54;;;;4490,71;;;;4696,13;;;;5741,85;;;;0;;;8;;;0;;;0;;;0;;;10,5;;;0;;;0;;;0;;;0;;;0;;;0;;;28;11;24;9;6;1;1;1;0
2078;"Wyższa Szkoła Zarządzania i Marketingu w Sochaczewie";19,6;;;;56;0;0;0;50;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;4295,76;;;;;;;;;;;;;;;;3,6;;;;;;;;;;;;7;;;;;;;;;;;;64,3;;;;;;;;;;;;83;28;0;0;0;10;1;0;0
2079;"Collegium Verum";25;18,2;46,7;44,4;4;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;11;0;0;0;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;24;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;9;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;3608,86;;;;4492,03;;;;4170,12;;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;50;;;81,8;;;56,7;;;66,7;;;3;9;6;38;1;2;1;0;0
2081;"Lubelska Szkoła Wyższa w Rykach";70,5;80,5;65,8;28,6;44;0;0;0;34;0;0;0;1;0;0;0;8;0;0;0;1;0;0;0;41;0;0;0;34;0;0;0;4;0;0;0;2;0;0;0;0;0;0;0;38;0;0;0;28;0;0;0;3;0;0;0;6;0;0;0;0;0;0;0;49;0;0;0;40;0;0;0;0;0;0;0;3;0;0;0;2;0;0;0;2;1;1;3;3176,76;;;;3358,45;;;;3819,26;;;;4460,89;;;;0;;;7,3;;;5,3;;;0;;;0;;;10;;;8,3;;;0;;;50;;;56,1;;;34,2;;;54,2;;;32;42;41;41;50;4;3;2;5
